"Neighbourhoods_ID","Neighbourhoods","Click_ID","Entr_Time","Duration","Attributes__what_they_search_for_","Browser_ID"
"L2","El Born","10365","2021-12-21 4:01","0:00:05","Ambience","B2"
"L1","Barceloneta","10366","2021-12-21 4:01","0:00:37","Speciality Offerings","B2"
"L4","Gracia","10367","2021-12-21 4:02","0:34:48","Speciality Offerings","B2"
"L1","Barceloneta","10368","2021-12-21 4:38","0:00:59","Ambience","B2"
"L2","El Born","10369","2021-12-21 7:38","0:01:15","Location","B2"
"L2","El Born","10370","2021-12-21 7:40","0:48:32","Ambience","B2"
"L7","Poblenou","10371","2021-12-21 8:29","0:27:21","Speciality Offerings","B2"
"L2","El Born","10372","2021-12-21 14:40","0:00:13","Ambience","B2"
"L2","El Born","10373","2021-12-21 14:41","0:19:23","Website","B2"
"L2","El Born","10374","2021-12-21 15:00","0:22:31","Instagram","B2"
"L1","Barceloneta","10375","2021-12-22 3:28","0:18:51","Menu","B2"
"L6","Sarria","10376","2021-12-22 3:28","0:00:16","Menu","B2"
"L4","Gracia","10377","2021-12-22 3:51","0:10:01","Website","B2"
"L5","Eixample","10378","2021-12-22 7:47","0:33:57","Location","B2"
"L7","Poblenou","10379","2021-12-22 7:47","0:00:04","Instagram","B2"
"L5","Eixample","10380","2021-12-22 8:21","0:00:05","Ratings","B2"
"L2","El Born","10381","2021-12-22 14:09","0:00:08","Menu","B9"
"L1","Barceloneta","10382","2021-12-22 14:15","0:00:12","Instagram","B9"
"L3","Sants","10383","2021-12-22 14:16","0:00:24","Website","B9"
"L6","Sarria","10384","2021-12-22 14:17","0:00:06","Instagram","B9"
"L7","Poblenou","10385","2021-12-22 15:03","0:00:17","Instagram","B9"
"L4","Gracia","10386","2021-12-22 15:49","0:27:59","Location","B9"
"L1","Barceloneta","10387","2021-12-22 19:15","0:00:42","Menu","B9"
"L4","Gracia","10388","2021-12-22 19:16","0:02:54","Speciality Offerings","B9"
"L3","Sants","10389","2021-12-23 3:57","0:24:26","Speciality Offerings","B2"
"L5","Eixample","10390","2021-12-23 3:57","0:00:13","Website","B2"
"L1","Barceloneta","10391","2021-12-23 7:49","0:14:32","Location","B2"
"L2","El Born","10392","2021-12-23 8:04","0:04:59","Accessability","B2"
"L6","Sarria","10393","2021-12-23 13:39","0:00:15","Speciality Offerings","B9"
"L2","El Born","10394","2021-12-23 13:39","0:00:29","Offers","B9"
"L3","Sants","10395","2021-12-23 13:40","0:00:14","Menu","B9"
"L6","Sarria","10396","2021-12-23 15:42","0:32:38","Speciality Offerings","B9"
"L2","El Born","10397","2021-12-23 16:44","0:53:04","Location","B9"
"L2","El Born","10398","2021-12-24 3:33","0:00:04","Instagram","B2"
"L7","Poblenou","10399","2021-12-24 3:33","0:00:26","Website","B2"
"L4","Gracia","10400","2021-12-24 3:34","0:35:25","Speciality Offerings","B2"
"L6","Sarria","10401","2021-12-24 3:34","0:00:07","Location","B2"
"L2","El Born","10402","2021-12-24 3:34","0:00:04","Instagram","B2"
"L6","Sarria","10403","2021-12-24 3:34","0:00:08","Menu","B2"
"L4","Gracia","10404","2021-12-24 5:36","0:00:06","Location","B9"
"L1","Barceloneta","10405","2021-12-24 7:50","0:24:44","Careers","B2"
"L1","Barceloneta","10406","2021-12-24 8:05","2:34:14","Menu","B1"
"L1","Barceloneta","10407","2021-12-24 8:17","0:00:05","Website","B2"
"L1","Barceloneta","10408","2021-12-24 8:18","0:00:44","Instagram","B2"
"L3","Sants","10409","2021-12-24 10:04","0:00:22","Speciality Offerings","B9"
"L2","El Born","10410","2021-12-24 10:05","0:00:18","Location","B9"
"L7","Poblenou","10411","2021-12-24 10:17","0:00:14","Instagram","B7"
"L1","Barceloneta","10412","2021-12-24 10:39","0:00:17","Location","B1"
"L1","Barceloneta","10413","2021-12-24 14:19","0:21:39","Instagram","B3"
"L7","Poblenou","10414","2021-12-24 14:19","0:00:16","Accessability","B3"
"L7","Poblenou","10415","2021-12-24 14:40","0:47:41","Instagram","B5"
"L7","Poblenou","10416","2021-12-24 15:16","0:05:40","Instagram","B2"
"L6","Sarria","10417","2021-12-24 15:16","0:00:05","Ambience","B9"
"L7","Poblenou","10418","2021-12-24 15:22","0:02:28","Instagram","B2"
"L1","Barceloneta","10419","2021-12-24 15:27","2:25:54","Instagram","B2"
"L4","Gracia","10420","2021-12-24 15:40","0:01:38","Careers","B3"
"L2","El Born","10421","2021-12-24 15:45","2:10:44","Speciality Offerings","B3"
"L2","El Born","10422","2021-12-24 16:06","0:17:24","Speciality Offerings","B5"
"L2","El Born","10423","2021-12-24 16:32","0:04:16","Website","B5"
"L1","Barceloneta","10424","2021-12-24 16:49","0:10:41","Location","B5"
"L1","Barceloneta","10425","2021-12-24 17:02","0:17:22","Instagram","B5"
"L2","El Born","10426","2021-12-24 17:02","0:00:18","Instagram","B5"
"L7","Poblenou","10427","2021-12-24 18:13","0:04:05","Website","B5"
"L7","Poblenou","10428","2021-12-24 18:32","0:12:10","Pet Friendly","B5"
"L6","Sarria","10429","2021-12-24 18:45","0:28:55","Speciality Offerings","B5"
"L2","El Born","10430","2021-12-24 22:41","2:34:29","Accessability","B7"
"L2","El Born","10431","2021-12-25 1:50","0:02:53","Menu","B5"
"L3","Sants","10432","2021-12-25 2:42","0:00:06","Location","B1"
"L5","Eixample","10433","2021-12-25 2:43","0:46:55","Location","B1"
"L7","Poblenou","10434","2021-12-25 3:35","0:00:06","Website","B1"
"L4","Gracia","10435","2021-12-25 4:11","0:01:01","Careers","B2"
"L7","Poblenou","10436","2021-12-25 4:12","0:19:15","Location","B2"
"L7","Poblenou","10437","2021-12-25 4:33","0:28:30","WiFi","B2"
"L2","El Born","10438","2021-12-25 5:28","1:02:44","Website","B9"
"L7","Poblenou","10439","2021-12-25 5:48","0:26:58","Speciality Offerings","B5"
"L4","Gracia","10440","2021-12-25 7:00","1:22:04","Website","B5"
"L4","Gracia","10441","2021-12-25 7:55","0:16:44","Instagram","B2"
"L2","El Born","10442","2021-12-25 8:12","0:37:30","Location","B2"
"L2","El Born","10443","2021-12-25 10:14","0:42:38","Location","B5"
"L2","El Born","10444","2021-12-25 11:08","0:31:41","Location","B5"
"L1","Barceloneta","10445","2021-12-25 12:28","0:00:14","Location","B1"
"L3","Sants","10446","2021-12-25 12:28","0:00:04","Instagram","B1"
"L2","El Born","10447","2021-12-25 12:28","0:00:07","Website","B1"
"L7","Poblenou","10448","2021-12-25 12:29","0:00:29","Instagram","B1"
"L3","Sants","10449","2021-12-25 12:32","0:01:36","Website","B1"
"L1","Barceloneta","10450","2021-12-25 12:35","0:14:55","Instagram","B1"
"L4","Gracia","10451","2021-12-25 13:57","0:00:04","Menu","B1"
"L1","Barceloneta","10452","2021-12-25 13:58","0:00:03","Instagram","B1"
"L2","El Born","10453","2021-12-25 13:59","0:45:46","Website","B1"
"L5","Eixample","10454","2021-12-25 14:28","0:22:57","Location","B2"
"L3","Sants","10455","2021-12-25 18:20","0:01:23","Website","B5"
"L5","Eixample","10456","2021-12-25 18:21","0:00:58","Website","B5"
"L5","Eixample","10457","2021-12-25 18:22","0:23:37","Location","B5"
"L7","Poblenou","10458","2021-12-25 18:23","0:45:49","Speciality Offerings","B5"
"L4","Gracia","10459","2021-12-25 18:37","1:17:34","Location","B9"
"L1","Barceloneta","10460","2021-12-25 19:42","0:19:13","Speciality Offerings","B5"
"L2","El Born","10461","2021-12-25 20:12","0:23:50","Instagram","B5"
"L7","Poblenou","10462","2021-12-26 1:17","0:00:22","Speciality Offerings","B5"
"L3","Sants","10463","2021-12-26 4:11","0:00:16","Accessability","B2"
"L6","Sarria","10464","2021-12-26 4:12","0:19:32","Offers","B2"
"L5","Eixample","10465","2021-12-26 4:12","0:00:05","Location","B2"
"L1","Barceloneta","10466","2021-12-26 4:32","0:43:18","Menu","B2"
"L3","Sants","10467","2021-12-26 4:40","0:05:22","Ambience","B5"
"L2","El Born","10468","2021-12-26 5:00","0:48:59","Website","B5"
"L5","Eixample","10469","2021-12-26 5:19","0:02:39","Instagram","B2"
"L1","Barceloneta","10470","2021-12-26 6:26","0:03:00","Accessability","B5"
"L1","Barceloneta","10471","2021-12-26 7:03","0:37:29","Speciality Offerings","B9"
"L4","Gracia","10472","2021-12-26 8:03","0:31:09","Instagram","B2"
"L2","El Born","10473","2021-12-26 9:23","0:32:22","Speciality Offerings","B1"
"L1","Barceloneta","10474","2021-12-26 9:25","0:36:42","Website","B9"
"L2","El Born","10475","2021-12-26 10:01","0:20:27","Menu","B1"
"L4","Gracia","10476","2021-12-26 10:01","0:00:07","Accessability","B1"
"L1","Barceloneta","10477","2021-12-26 10:03","0:00:11","Speciality Offerings","B9"
"L3","Sants","10478","2021-12-26 10:05","0:00:05","Instagram","B9"
"L4","Gracia","10479","2021-12-26 10:23","0:00:03","Website","B1"
"L6","Sarria","10480","2021-12-26 10:24","0:00:08","Accessability","B1"
"L7","Poblenou","10481","2021-12-26 10:24","0:00:10","Ratings","B1"
"L7","Poblenou","10482","2021-12-26 10:25","0:00:18","Offers","B1"
"L3","Sants","10483","2021-12-26 10:25","0:00:05","Website","B1"
"L2","El Born","10484","2021-12-26 10:26","0:00:10","Ratings","B1"
"L7","Poblenou","10485","2021-12-26 10:27","0:00:14","Menu","B1"
"L4","Gracia","10486","2021-12-26 10:28","0:00:06","Instagram","B1"
"L2","El Born","10487","2021-12-26 10:28","0:00:15","Accessability","B1"
"L1","Barceloneta","10488","2021-12-26 10:29","0:42:53","Website","B1"
"L3","Sants","10489","2021-12-26 10:29","0:00:12","Ratings","B1"
"L1","Barceloneta","10490","2021-12-26 13:27","0:09:51","Website","B5"
"L7","Poblenou","10491","2021-12-26 13:34","0:05:41","Speciality Offerings","B5"
"L7","Poblenou","10492","2021-12-26 13:42","0:02:59","Location","B5"
"L2","El Born","10493","2021-12-26 13:42","0:32:27","Instagram","B5"
"L1","Barceloneta","10494","2021-12-26 13:48","0:00:13","Careers","B9"
"L6","Sarria","10495","2021-12-26 13:49","0:00:28","Instagram","B9"
"L7","Poblenou","10496","2021-12-26 14:10","0:00:13","Website","B9"
"L2","El Born","10497","2021-12-26 14:14","0:00:12","Website","B9"
"L3","Sants","10498","2021-12-26 14:14","0:00:03","Instagram","B9"
"L7","Poblenou","10499","2021-12-26 14:14","0:00:10","Speciality Offerings","B9"
"L3","Sants","10500","2021-12-26 14:19","0:00:26","Website","B9"
"L1","Barceloneta","10501","2021-12-26 14:19","0:00:11","Menu","B9"
"L5","Eixample","10502","2021-12-26 14:19","0:14:52","Website","B5"
"L2","El Born","10503","2021-12-26 14:20","0:01:04","Instagram","B9"
"L2","El Born","10504","2021-12-26 14:22","0:01:42","Website","B9"
"L2","El Born","10505","2021-12-26 14:22","0:00:05","Website","B9"
"L1","Barceloneta","10506","2021-12-26 14:28","0:07:39","Website","B9"
"L5","Eixample","10507","2021-12-26 14:46","0:07:47","Speciality Offerings","B2"
"L2","El Born","10508","2021-12-26 14:54","0:46:59","Accessability","B2"
"L6","Sarria","10509","2021-12-26 15:01","0:24:07","Location","B5"
"L1","Barceloneta","10510","2021-12-26 15:28","0:10:51","Accessability","B5"
"L4","Gracia","10511","2021-12-26 16:38","2:13:01","Location","B9"
"L4","Gracia","10512","2021-12-26 16:38","0:14:22","Location","B5"
"L2","El Born","10513","2021-12-26 18:05","0:24:52","Ambience","B5"
"L7","Poblenou","10514","2021-12-26 19:07","0:00:26","Menu","B9"
"L7","Poblenou","10515","2021-12-26 19:08","0:00:03","Menu","B9"
"L1","Barceloneta","10516","2021-12-26 19:08","0:00:08","Menu","B9"
"L1","Barceloneta","10517","2021-12-26 19:08","0:00:01","Instagram","B9"
"L4","Gracia","10518","2021-12-26 19:12","0:19:50","Speciality Offerings","B5"
"L1","Barceloneta","10519","2021-12-26 20:00","0:28:16","Accessability","B5"
"L4","Gracia","10520","2021-12-26 20:00","0:00:02","Instagram","B5"
"L7","Poblenou","10521","2021-12-27 4:40","0:00:06","Speciality Offerings","B1"
"L1","Barceloneta","10522","2021-12-27 4:41","0:30:59","Speciality Offerings","B1"
"L1","Barceloneta","10523","2021-12-27 5:22","0:43:37","Location","B5"
"L7","Poblenou","10524","2021-12-27 6:30","0:20:17","Location","B5"
"L3","Sants","10525","2021-12-27 6:57","0:12:58","Offers","B5"
"L1","Barceloneta","10526","2021-12-27 7:12","0:23:45","Website","B5"
"L4","Gracia","10527","2021-12-27 7:53","0:53:14","Website","B5"
"L2","El Born","10528","2021-12-27 8:29","0:18:23","Location","B5"
"L7","Poblenou","10529","2021-12-27 8:42","0:00:23","Ratings","B2"
"L6","Sarria","10530","2021-12-27 8:43","0:24:23","Offers","B2"
"L7","Poblenou","10531","2021-12-27 10:05","0:10:31","Website","B5"
"L1","Barceloneta","10532","2021-12-27 10:06","0:00:06","Website","B9"
"L4","Gracia","10533","2021-12-27 10:07","0:00:38","Location","B9"
"L6","Sarria","10534","2021-12-27 10:37","0:08:35","Speciality Offerings","B5"
"L4","Gracia","10535","2021-12-27 10:52","0:45:47","Speciality Offerings","B5"
"L2","El Born","10536","2021-12-27 10:52","0:00:05","Careers","B5"
"L4","Gracia","10537","2021-12-27 11:27","0:11:14","Instagram","B5"
"L2","El Born","10538","2021-12-27 11:38","0:19:11","Menu","B5"
"L1","Barceloneta","10539","2021-12-27 11:58","0:25:02","Website","B5"
"L1","Barceloneta","10540","2021-12-27 13:11","0:09:40","Website","B5"
"L7","Poblenou","10541","2021-12-27 13:26","0:01:00","Instagram","B5"
"L3","Sants","10542","2021-12-27 13:30","0:06:27","Accessability","B5"
"L5","Eixample","10543","2021-12-27 13:53","0:05:03","Location","B5"
"L2","El Born","10544","2021-12-27 13:57","0:09:29","Accessability","B5"
"L2","El Born","10545","2021-12-27 14:00","0:34:42","Speciality Offerings","B5"
"L2","El Born","10546","2021-12-27 14:20","0:54:23","Location","B3"
"L4","Gracia","10547","2021-12-27 14:41","0:41:11","Ambience","B5"
"L1","Barceloneta","10548","2021-12-27 14:43","0:00:07","Location","B2"
"L1","Barceloneta","10549","2021-12-27 14:44","0:23:13","Accessability","B2"
"L1","Barceloneta","10550","2021-12-27 14:44","0:00:07","Menu","B2"
"L4","Gracia","10551","2021-12-27 14:44","0:00:06","Website","B2"
"L1","Barceloneta","10552","2021-12-27 15:07","0:01:36","Ambience","B2"
"L1","Barceloneta","10553","2021-12-27 15:16","0:31:01","Website","B2"
"L3","Sants","10554","2021-12-27 16:07","1:20:09","Location","B3"
"L6","Sarria","10555","2021-12-27 18:46","0:45:35","Accessability","B5"
"L4","Gracia","10556","2021-12-27 19:36","0:01:06","Website","B5"
"L7","Poblenou","10557","2021-12-27 19:40","0:10:16","Speciality Offerings","B5"
"L6","Sarria","10558","2021-12-27 19:52","0:00:23","Offers","B5"
"L1","Barceloneta","10559","2021-12-27 20:36","0:18:00","Instagram","B5"
"L7","Poblenou","10560","2021-12-27 21:44","0:16:23","Menu","B5"
"L3","Sants","10561","2021-12-28 5:33","0:18:04","Speciality Offerings","B5"
"L2","El Born","10562","2021-12-28 6:12","0:34:03","Website","B9"
"L1","Barceloneta","10563","2021-12-28 6:23","0:02:03","Website","B5"
"L4","Gracia","10564","2021-12-28 7:04","0:16:12","Instagram","B5"
"L5","Eixample","10565","2021-12-28 7:15","0:00:09","Website","B1"
"L7","Poblenou","10566","2021-12-28 7:15","0:00:06","Speciality Offerings","B1"
"L4","Gracia","10567","2021-12-28 7:16","0:00:29","Location","B1"
"L7","Poblenou","10568","2021-12-28 7:19","0:00:06","Menu","B1"
"L7","Poblenou","10569","2021-12-28 7:21","0:00:12","Location","B1"
"L1","Barceloneta","10570","2021-12-28 7:21","0:00:01","Ambience","B1"
"L7","Poblenou","10571","2021-12-28 7:22","0:08:02","Pet Friendly","B1"
"L1","Barceloneta","10572","2021-12-28 7:37","0:23:51","Instagram","B1"
"L2","El Born","10573","2021-12-28 8:03","0:00:03","Speciality Offerings","B1"
"L6","Sarria","10574","2021-12-28 8:04","0:00:02","Website","B1"
"L7","Poblenou","10575","2021-12-28 8:05","0:52:24","Location","B1"
"L3","Sants","10576","2021-12-28 8:06","0:00:10","Website","B2"
"L2","El Born","10577","2021-12-28 8:58","0:00:01","Menu","B1"
"L3","Sants","10578","2021-12-28 8:59","0:00:18","Instagram","B1"
"L6","Sarria","10579","2021-12-28 9:00","0:00:13","Location","B1"
"L2","El Born","10580","2021-12-28 9:01","0:10:26","Speciality Offerings","B1"
"L7","Poblenou","10581","2021-12-28 9:11","0:00:04","Website","B1"
"L2","El Born","10582","2021-12-28 12:23","0:01:06","Instagram","B5"
"L6","Sarria","10583","2021-12-28 12:43","0:21:19","Accessability","B9"
"L3","Sants","10584","2021-12-28 12:55","0:08:56","Speciality Offerings","B5"
"L5","Eixample","10585","2021-12-28 13:10","0:14:12","Menu","B9"
"L3","Sants","10586","2021-12-28 14:31","0:00:08","Location","B5"
"L2","El Born","10587","2021-12-28 14:32","1:07:48","Website","B5"
"L6","Sarria","10588","2021-12-28 17:23","0:25:47","Instagram","B5"
"L6","Sarria","10589","2021-12-28 17:24","0:23:27","Menu","B5"
"L6","Sarria","10590","2021-12-28 18:12","0:36:04","Location","B5"
"L1","Barceloneta","10591","2021-12-29 8:00","0:00:06","Menu","B2"
"L1","Barceloneta","10592","2021-12-29 8:01","0:00:09","Location","B2"
"L5","Eixample","10593","2021-12-29 17:33","0:01:08","Menu","B9"
"L7","Poblenou","10594","2021-12-29 17:33","0:00:07","Instagram","B9"
"L1","Barceloneta","10595","2021-12-29 17:36","0:00:21","Website","B9"
"L2","El Born","10596","2021-12-29 17:37","0:00:28","Location","B9"
"L5","Eixample","10597","2021-12-29 17:37","0:00:06","Menu","B9"
"L1","Barceloneta","10598","2021-12-29 17:38","0:00:10","Careers","B9"
"L5","Eixample","10599","2021-12-29 17:41","0:00:09","Ambience","B9"
"L4","Gracia","10600","2021-12-29 18:04","0:00:43","Careers","B5"
"L3","Sants","10601","2021-12-29 18:05","0:20:27","Offers","B5"
"L2","El Born","10602","2021-12-30 4:28","0:01:59","Accessability","B2"
"L7","Poblenou","10603","2021-12-30 4:28","0:00:07","Location","B2"
"L1","Barceloneta","10604","2021-12-30 11:14","0:03:28","Instagram","B5"
"L2","El Born","10605","2021-12-30 12:56","0:02:37","Instagram","B5"
"L4","Gracia","10606","2021-12-30 13:55","0:00:04","Website","B9"
"L5","Eixample","10607","2021-12-30 14:47","0:00:04","Instagram","B2"
"L1","Barceloneta","10608","2021-12-30 14:48","0:00:06","Speciality Offerings","B2"
"L2","El Born","10609","2021-12-30 14:48","0:00:06","Menu","B2"
"L2","El Born","10610","2021-12-30 18:45","0:11:44","Instagram","B5"
"L1","Barceloneta","10611","2021-12-30 22:17","0:00:56","Ambience","B7"
"L2","El Born","10612","2021-12-30 22:19","0:02:25","Website","B7"
"L2","El Born","10613","2021-12-31 4:52","0:04:08","Website","B5"
"L4","Gracia","10614","2021-12-31 4:58","0:00:23","Pet Friendly","B5"
"L5","Eixample","10615","2021-12-31 4:59","0:00:18","Website","B5"
"L3","Sants","10616","2021-12-31 4:59","0:00:09","Instagram","B5"
"L1","Barceloneta","10617","2021-12-31 9:35","0:27:18","Location","B5"
"L2","El Born","10618","2021-12-31 11:03","0:05:42","Accessability","B5"
"L3","Sants","10619","2021-12-31 11:09","0:02:46","Instagram","B5"
"L2","El Born","10620","2021-12-31 12:56","0:39:18","Menu","B5"
"L2","El Born","10621","2021-12-31 14:26","1:19:13","Location","B5"
"L2","El Born","10622","2021-12-31 18:22","0:11:10","Accessability","B5"
"L5","Eixample","10623","2022-1-1 2:02","0:04:02","Instagram","B5"
"L3","Sants","10624","2022-1-1 6:21","1:28:46","Instagram","B5"
"L2","El Born","10625","2022-1-1 8:57","1:01:48","Website","B1"
"L5","Eixample","10626","2022-1-1 9:28","0:49:52","Careers","B5"
"L7","Poblenou","10627","2022-1-1 10:01","0:00:10","Instagram","B1"
"L1","Barceloneta","10628","2022-1-1 13:21","0:06:27","Location","B5"
"L2","El Born","10629","2022-1-1 16:35","0:15:37","Instagram","B5"
"L2","El Born","10630","2022-1-1 18:06","0:32:20","Offers","B9"
"L3","Sants","10631","2022-1-1 18:06","0:00:01","Website","B9"
"L1","Barceloneta","10632","2022-1-1 18:24","0:21:58","Careers","B5"
"L7","Poblenou","10633","2022-1-1 19:20","0:42:24","Website","B5"
"L3","Sants","10634","2022-1-1 20:03","0:00:08","Ambience","B5"
"L2","El Born","10635","2022-1-2 10:19","0:04:35","Accessability","B5"
"L7","Poblenou","10636","2022-1-2 10:49","0:32:37","Menu","B5"
"L6","Sarria","10637","2022-1-2 12:40","0:11:15","Instagram","B5"
"L2","El Born","10638","2022-1-2 12:51","0:26:28","Accessability","B5"
"L1","Barceloneta","10639","2022-1-2 13:24","0:06:37","Ambience","B5"
"L6","Sarria","10640","2022-1-2 13:32","0:03:24","Menu","B5"
"L1","Barceloneta","10641","2022-1-2 13:37","0:12:08","Location","B5"
"L3","Sants","10642","2022-1-2 13:50","0:10:38","Website","B5"
"L1","Barceloneta","10643","2022-1-2 14:06","0:00:15","Instagram","B5"
"L1","Barceloneta","10644","2022-1-2 14:11","0:50:24","Menu","B5"
"L5","Eixample","10645","2022-1-2 16:24","0:09:56","Location","B5"
